period,lsa,operator,previous_month_subscribers,subscriber_count,net_addition,monthly_growth_pct,market_share_pct
2024-01-31,Andhra Pradesh,BSNL,6526093.0,6509947.0,-16146.0,-0.2474068328477697,7.808358578865729
2024-01-31,Andhra Pradesh,BSNL (VNO's),0.0,0.0,0.0,,0.0
2024-01-31,Andhra Pradesh,Bharti Airtel,33456471.0,33574662.0,118191.0,0.3532679821491035,40.27114200165028
2024-01-31,Andhra Pradesh,MTNL,0.0,0.0,0.0,,0.0
2024-01-31,Andhra Pradesh,Reliance Com.,0.0,0.0,0.0,,0.0
2024-01-31,Andhra Pradesh,Reliance Jio,32181993.0,32441781.0,259788.0,0.807246462330658,38.91230742508859
2024-01-31,Andhra Pradesh,Vodafone Idea,10889776.0,10845127.0,-44649.0,-0.4100084335986341,13.008191994395398
2024-01-31,Assam,BSNL,3135849.0,3130298.0,-5551.0,-0.1770174520520599,12.08661999538976
2024-01-31,Assam,BSNL (VNO's),0.0,0.0,0.0,,0.0
2024-01-31,Assam,Bharti Airtel,11635040.0,11676769.0,41729.0,0.3586493901181259,45.08601726639039
2024-01-31,Assam,MTNL,0.0,0.0,0.0,,0.0
2024-01-31,Assam,Reliance Com.,0.0,0.0,0.0,,0.0
2024-01-31,Assam,Reliance Jio,9273525.0,9453543.0,180018.0,1.9412035876325344,36.50175857093379
2024-01-31,Assam,Vodafone Idea,1689221.0,1638260.0,-50961.0,-3.0168343869748244,6.325604167286063
2024-01-31,Bihar,BSNL,5212767.0,5184286.0,-28481.0,-0.5463700948076137,5.484052305748584
2024-01-31,Bihar,BSNL (VNO's),0.0,0.0,0.0,,0.0
2024-01-31,Bihar,Bharti Airtel,41196724.0,41219965.0,23241.0,0.0564146799633873,43.60338995594108
2024-01-31,Bihar,MTNL,0.0,0.0,0.0,,0.0
2024-01-31,Bihar,Reliance Com.,0.0,0.0,0.0,,0.0
2024-01-31,Bihar,Reliance Jio,39960736.0,40493694.0,532958.0,1.3337041640073897,42.835124441239856
2024-01-31,Bihar,Vodafone Idea,7685625.0,7635909.0,-49716.0,-0.6468699682849476,8.077433297070487
2024-01-31,Delhi,BSNL,0.0,0.0,0.0,,0.0
2024-01-31,Delhi,BSNL (VNO's),0.0,0.0,0.0,,0.0
2024-01-31,Delhi,Bharti Airtel,17944995.0,17997887.0,52892.0,0.2947451364572684,32.0004357548636
2024-01-31,Delhi,MTNL,1686812.0,1686497.0,-315.0,-0.0186742802398844,2.998609720089375
2024-01-31,Delhi,Reliance Com.,23.0,20.0,-3.0,-13.043478260869565,3.556021410164827e-05
2024-01-31,Delhi,Reliance Jio,19780346.0,20005262.0,224916.0,1.1370680775755897,35.56956999397841
2024-01-31,Delhi,Vodafone Idea,16594404.0,16552965.0,-41439.0,-0.2497167117300506,29.431348970854508
2024-01-31,Gujarat,BSNL,4408539.0,3717156.0,-691383.0,-15.682814646757125,5.629518106364713
2024-01-31,Gujarat,BSNL (VNO's),0.0,0.0,0.0,,0.0
2024-01-31,Gujarat,Bharti Airtel,11696221.0,11763034.0,66813.0,0.5712357863279088,17.814752162347702
2024-01-31,Gujarat,MTNL,0.0,0.0,0.0,,0.0
2024-01-31,Gujarat,Reliance Com.,43.0,39.0,-4.0,-9.30232558139535,5.906429704543576e-05
2024-01-31,Gujarat,Reliance Jio,29363638.0,29693099.0,329461.0,1.1220033430462533,44.96928255219312
2024-01-31,Gujarat,Vodafone Idea,20936910.0,20856409.0,-80501.0,-0.3844932227343958,31.586388114797423
2024-01-31,Haryana,BSNL,4334735.0,4367449.0,32714.0,0.7546943469439308,16.3421901117875
2024-01-31,Haryana,BSNL (VNO's),0.0,0.0,0.0,,0.0
2024-01-31,Haryana,Bharti Airtel,6913441.0,6928123.0,14682.0,0.2123689201947337,25.923760800377416
2024-01-31,Haryana,MTNL,0.0,0.0,0.0,,0.0
2024-01-31,Haryana,Reliance Com.,11.0,7.0,-4.0,-36.36363636363637,2.6192711301840612e-05
2024-01-31,Haryana,Reliance Jio,8570228.0,8632256.0,62028.0,0.7237613748432363,32.30031275594021
2024-01-31,Haryana,Vodafone Idea,6848050.0,6797157.0,-50893.0,-0.7431750644344011,25.433710139183574
2024-01-31,Himachal Pradesh,BSNL,1549857.0,1522917.0,-26940.0,-1.7382248813922831,17.242497067030662
2024-01-31,Himachal Pradesh,BSNL (VNO's),0.0,0.0,0.0,,0.0
2024-01-31,Himachal Pradesh,Bharti Airtel,3565663.0,3566475.0,812.0,0.0227727634383843,40.37970206330232
2024-01-31,Himachal Pradesh,MTNL,0.0,0.0,0.0,,0.0
2024-01-31,Himachal Pradesh,Reliance Com.,92.0,90.0,-2.0,-2.1739130434782608,0.0010189818197792
2024-01-31,Himachal Pradesh,Reliance Jio,3330986.0,3340307.0,9321.0,0.2798270542115758,37.8190233942375
2024-01-31,Himachal Pradesh,Vodafone Idea,404470.0,402557.0,-1913.0,-0.4729646203673944,4.557758493609739
2024-01-31,J&K,BSNL,802417.0,794052.0,-8365.0,-1.0424754211338991,6.574816260823931
2024-01-31,J&K,BSNL (VNO's),0.0,0.0,0.0,,0.0
2024-01-31,J&K,Bharti Airtel,5889912.0,5883713.0,-6199.0,-0.1052477524282196,48.71763046553772
2024-01-31,J&K,MTNL,0.0,0.0,0.0,,0.0
2024-01-31,J&K,Reliance Com.,0.0,0.0,0.0,,0.0
2024-01-31,J&K,Reliance Jio,5172959.0,5099483.0,-73476.0,-1.4203862818166546,42.224141177397954
2024-01-31,J&K,Vodafone Idea,302053.0,299926.0,-2127.0,-0.7041810543182819,2.483412096240395
2024-01-31,Karnataka,BSNL,4224679.0,4226753.0,2074.0,0.0490924872635293,6.348328811042478
2024-01-31,Karnataka,BSNL (VNO's),0.0,0.0,0.0,,0.0
2024-01-31,Karnataka,Bharti Airtel,31952810.0,32016281.0,63471.0,0.1986398066398542,48.08652861776685
2024-01-31,Karnataka,MTNL,0.0,0.0,0.0,,0.0
